"EFSA_Food_Desc","FoodDB_Food_Name"
"Coffee with milk or cream","Coffee"
"Instant coffee (beverage)","Coffee"
"Camomile infusion","Roman camomile"
"Fruit infusion","Fruit juice"
"Herbal and other non-tea infusions","Herbal tea"
"Hibiscus infusion","Hibiscus tea"
"Non-fermented tea, infusion","Tea"
"Tea infusion with added flavouring ingredients","Tea"
"Corn chips","Corn"
"Potato crisps or sticks","Potato"
"Corn curls","Corn"
"Puffs/curls-type extruded snack","Potato puffs"
"Mixed cereal-based snacks","Breakfast cereal"
"Other desserts spoonable","Other bread"
"Boiled eggs","Eggs"
"Fried eggs","Eggs"
"Hen egg mixed whole","Whole wheat bread"
"Hen egg white","White bread"
"Hen egg yolk","Egg yolk"
"Trouts","Angelica"
"Carp, common","Common carp"
"Hakes","Angelica"
"Herring, atlantic","Atlantic herring"
"Mackerel","Atlantic mackerel"
"Mackerel, atlantic","Atlantic mackerel"
"Tuna and bonito (generic)","Scombridae (Bonito, Mackerel, Tuna)"
"Canned sardines","Angelica"
"Canned tunas and similar","Fats and oils"
"Marinated / pickled fish","Fish oil"
"Fish fingers, breaded","Fish oil"
"Fish paste or surimi","Fish oil"
"Squids","Angelica"
"Biscuits, rusks and cookies for children","Fats and oils"
"Simple cereals for infants or children, reconstituted","Cereals and cereal products"
"Simple cereals which have to be reconstituted with milk or other appropriate nutritious liquids","Other fermented milk"
"Blueberries","Angelica"
"Blackberries","Angelica"
"Raspberries (red and yellow)","Red rice"
"Cranberries","Angelica"
"Table grapes","Angelica"
"Wine grapes","White wine"
"Strawberries","Angelica"
"Grapefruits","Angelica"
"Lemons","Angelica"
"Mediterranean mandarins","Angelica"
"Oranges and similar-","Fats and oils"
"Figs","Angelica"
"Kaki","Angelica"
"Common banana","Banana"
"Granate apples","Angelica"
"Pineapples","Angelica"
"Kiwi fruits (green, red, yellow)","Kiwi"
"Apples","Angelica"
"Pears","Angelica"
"Apricots","Angelica"
"Cherries (sweet)","Sweet potato"
"Sour cherries","Sour cream"
"Common peaches","Common wheat"
"Nectarines","Angelica"
"Plums and similar-","Fats and oils"
"Dried apples","Dried milk"
"Dried apricots","Dried milk"
"Dried dates","Dried milk"
"Dried figs","Dried milk"
"Dried prunes","Dried milk"
"Dried vine fruits (raisins etc.)","Fruits"
"Mixed dried fruits","Fruits"
"Fruit compote, apple","Apple"
"Fruit compote, mixed fruit","Fruit juice"
"Fruit compote, pear","Pear"
"Fruit compote, plum","Black plum"
"Fruit compote, sweet cherry","Sweet cherry"
"Fruit compote, table grape","Grape"
"Fruit preparations for fillings and/or flavouring","Fruit juice"
"Jam of fruit / vegetables","Green vegetables"
"Jam, apricots","Angelica"
"Jam, mixed fruit","Fruit juice"
"Jam, plums","Angelica"
"Jam, strawberries","Angelica"
"Marmalade","Angelica"
"Candied fruit, pineapple","Pineapple"
"Canned fruit cocktail","Cocktail"
"Canned or jarred pineapple","Pineapple"
"Table olives ready for consumption","Angelica"
"Fruit juices (100% from named source)","Fruit juice"
"Juice, black currant","Black tea"
"Juice, blackberry","Blackberry"
"Juice, grape","White grape juice"
"Juice, grapefruit","Grapefruit"
"Juice, orange","Sweet orange"
"Juice, pomegranate","Pomegranate"
"Juice, apple-cherry","Apple"
"Juice, orange-grapefruit","Grapefruit"
"Fruit nectars (min. 25-50% fruit as defined in EU legislation)","Fruit juice"
"Mixed fruit nectars","Fruit juice"
"Nectar, apple","Apple"
"Nectar, orange","Sweet orange"
"Nectar, pineapple","Pineapple"
"Mixed fruit and vegetable juices","Vegetable juice"
"Fruit smoothies","Fruit juice"
"Juice, carrot","Carrot"
"Juice, tomato","Cherry tomato"
"Juice, tomato-leafy vegetables","Cherry tomato"
"Breadcrumbs","Angelica"
"Gluten free bread, white","White bread"
"Crackers and breadsticks","Fats and oils"
"Sticks, salty","Angelica"
"Puffed rice textured bread","Rice bread"
"Bread and rolls with special ingredients added","Wheat bread"
"Rye-wheat bread and rolls, refined flour","Rye bread"
"Rye-wheat bread and rolls, wholemeal","Rye bread"
"Multigrain (not only rye-wheat) bread and rolls","Multigrain bread"
"Rye bread and rolls, wholemeal","Rye bread"
"Sandwich bread (hamburger roll-type)","Hamburger"
"Wheat bread and rolls, brown or wholemeal","Wheat bread"
"Wheat bread and rolls, white (refined flour)","White bread"
"Wheat bread and rolls, white with maize","White bread"
"Rusk, refined flour","Flour"
"Rusk, wholemeal","Angelica"
"Tortilla","Tortilla"
"Traditional unleavened breads","Angelica"
"Unleavened or flat bread and similar","Wheat bread"
"Oat rolled grains","Oat"
"Rolled oats, instant","Angelica"
"Rice rolled grains","Rice"
"Wheat rolled grains","Wheat"
"Oat porridge","Oat"
"Porridge (ready to eat)","Angelica"
"Porridge milk based (ready to eat)","Milk and milk products"
"Porridge water based (ready to eat)","Water"
"Cereal bars mixed","Breakfast cereal"
"Mixed breakfast cereals","Breakfast cereal"
"Muesli plain","Plain cream cheese"
"Extruded breakfast cereal products","Breakfast cereal"
"Processed maize-based flakes","Processed cheese"
"Processed rye-based flakes","Rye"
"Popcorn (maize, popped)","Popcorn"
"Maize flour","Flour"
"Wheat flour white","Flour"
"Wheat flour, brown","Flour"
"Barley grain, pearled","Barley"
"Rice grain, brown","Rice"
"Rice grain, long-grain","Rice"
"Rice grain, polished","Rice"
"Wheat semolina","Semolina"
"Biscuit with inclusions, filling or coating","Biscuit"
"Wafers","Angelica"
"Biscuits","Angelica"
"Biscuits, chocolate","Chocolate"
"Biscuits, oat meal","Oat"
"Biscuits, sweet, wheat wholemeal","Wheat"
"Butter biscuits","Butter"
"Speculaas","Angelica"
"Chocolate cake","Cake"
"Cheese cream sponge cake","Cake"
"Cream cheese cake","Cake"
"Cream cake","Cake"
"Cream custard cake","Sweet custard"
"Cream custard sponge cake","Sweet custard"
"Fruit cake","Cake"
"Muffins","Angelica"
"Sponge cake","Cake"
"Choux pastry","Pastry"
"Profiterole","Angelica"
"Apple strudel","Apple"
"Baklava","Angelica"
"Croissant from puff pastry","Pastry"
"Puff-pastry croissant, filled with chocolate","Pastry"
"Pastry based on laminated dough","Dough"
"Fruit pie-tarts","Pie"
"Shortcrust (pies -tarts)","Angelica"
"Dumpling, sweet","Dumpling"
"Pancakes","Angelica"
"Gingerbread","Angelica"
"Waffles","Angelica"
"Brioche type products","Cereals and cereal products"
"Croissant","Angelica"
"Croissant, filled with chocolate","Chocolate"
"Croissant, filled with cream","Cream"
"Doughnuts-berliner","Angelica"
"Gnocchi","Angelica"
"Dried durum pasta","Pasta"
"Dried egg pasta","Pasta"
"Dried pasta","Pasta"
"Fresh egg pasta","Pasta"
"Pasta, plain (not stuffed), uncooked","Pasta"
"Laminated doughs","Angelica"
"Phyllo dough","Phyllo dough"
"Yeast bread – pizza dough","Pizza"
"Chickpeas (without pods)","Angelica"
"Garden peas (without pods)","Garden tomato"
"Peas (without pods) and similar-","Fats and oils"
"Beans (dry) and similar-","Baked beans"
"Borlotti or other common beans (dry)","Common wheat"
"Lentils (dry)","Lentils"
"Oilseeds","Angelica"
"Peanuts","Angelica"
"Pumpkin seeds","Japanese pumpkin"
"Sesame seeds","Sesame"
"Sunflower seeds","Sunflower"
"Almonds sweet","Sweet potato"
"Cashew nuts","Nuts"
"Hazelnuts","Angelica"
"Pistachios","Angelica"
"Common walnut","Common walnut"
"Canned or jarred peas","Unclassified food or beverage"
"Chestnut puree (castanea vulgaris)","Chestnut"
"Sesame paste (tahini) (sesamus indicum)","Sesame"
"Pulses flour","Pulses"
"Cinnamon bark","Cinnamon"
"Dried herbs","Herbs and Spices"
"Marjoram, dry","Sweet marjoram"
"Paprika powder","Cocoa powder"
"Peppers, dried","Dried milk"
"Peppercorn (black, green and white) and similar-","Green vegetables"
"Nutmeg seed","Nutmeg"
"Preparations for raising and flavouring home-made bakery","Fats and oils"
"Baking yeast","Angelica"
"Chicken, fresh fat tissue","Chicken"
"Beef liver","Cattle (Beef, Veal)"
"Pig liver","Domestic pig"
"Chicken liver","Chicken"
"Pig meat, dried","Dried milk"
"Canned meat","Meat bouillon"
"Luncheon spiced ham-type tinned meat","Meat bouillon"
"Chicken fresh meat","Chicken"
"Turkey fresh meat","Turkey"
"Bovine and pig fresh meat","Domestic pig"
"Bovine fresh meat","Meat bouillon"
"Bovine, minced meat","Meat bouillon"
"Calf fresh meat","Meat bouillon"
"Pig fresh meat","Domestic pig"
"Lamb fresh meat","Sheep (Mutton, Lamb)"
"Sheep fresh meat","Sheep (Mutton, Lamb)"
"Pate, chicken liver","Pate"
"Pate, pork liver","Pate"
"Ciccioli and similar","Fats and oils"
"Cooked pork ham","Angelica"
"Spalla cotta","Angelica"
"Corned turkey","Turkey"
"Corned beef, uncooked","Cattle (Beef, Veal)"
"Ham, beef","Cattle (Beef, Veal)"
"Bacon","Angelica"
"Corned pork, uncooked","Angelica"
"Ham, pork","Angelica"
"Pancetta","Angelica"
"Cured seasoned poultry meat","Meat bouillon"
"Fresh raw sausages","Angelica"
"Fresh spiced sausages in casing","Angelica"
"Cooked sausages (generic)","Angelica"
"Chorizo and similar","Fats and oils"
"Hungarian-type salami","Angelica"
"Salami-type sausage","Sausage"
"Frankfurt-type sausage","Sausage"
"Frankfurter sausage","Sausage"
"Pre-cooked sausages to be cooked before consumption","Angelica"
"Cooked salami","Angelica"
"Miscellaneous cooked sausages","Angelica"
"Mortadella-type sausage","Sausage"
"Polish-type cooked sausage","Sausage"
"Firm brined cheese (ricotta salata type)","Cheese"
"Cheese, feta","Greek feta cheese"
"Clotted cream","Cream"
"Cottage cheese","Cottage cheese"
"Cream cheese","Cream"
"Fresh uncured cheese","Cheese"
"Mozzarella","Mozzarella cheese"
"Processed cheese and spreads","Processed cheese"
"Processed cheese, sliceable","Processed cheese"
"Processed cheese, spreadable","Processed cheese"
"Cheese, caciocavallo","Cheese"
"Cheese, parmigiano reggiano","Cheese"
"Cheese, gorgonzola","Cheese"
"Cheese, edam","Cheese"
"Cheese, gouda","Cheese"
"Cheese, smoked gouda","Cheese"
"Cheese, cheddar","Cheddar Cheese"
"Cheese, emmental","Cheese"
"Cheese, brie","Cheese"
"Starchy pudding","Pudding"
"Ice cream, milk-based","Ice cream"
"Milkshakes","Angelica"
"Kefir","Kefir"
"Traditional sour milk products","Milk and milk products"
"Yoghurt, cow milk, flavoured","Milk (Cow)"
"Yoghurt, cow milk, plain","Milk (Cow)"
"Yoghurt drinks, including sweetened and/or flavoured variants","Fats and oils"
"Sour cream, plain","Sour cream"
"Cream sprayable","Cream"
"Cream with other ingredients","Cream"
"Cream, plain","Plain cream cheese"
"Cow milk, semi skimmed (half fat)","Milk (Cow)"
"Cow milk, skimmed (low fat)","Milk (Cow)"
"Cow milk, whole","Milk (Cow)"
"Flavoured milks","Angelica"
"Goat milk","Domestic goat"
"Whey, sour","Whey"
"Bee-produced formulations","Angelica"
"Formulations containing special fatty acids (e.g. Omega-3, essential fatty acids)","Angelica"
"Mixed supplements/formulations","Mixed nuts"
"Combination of vitamin and mineral only supplements","Cow milk, pasteurized, vitamin A + D added, 0% fat"
"Mineral only supplements","Angelica"
"Vitamin only supplements","Cow milk, pasteurized, vitamin A + D added, 0% fat"
"Almond drink","Almond"
"Salad dressing","Salad dressing"
"Tzatziki","Angelica"
"Mayonnaise sauce","Sauce"
"Mayonnaise, low fat","Other animal fat"
"Meat sauce","Sauce"
"Mustard, mild","Mustard"
"Soy sauce","Soy sauce"
"Tomato ketchup and related sauces","Ketchup"
"Mushrooms cooked sauce","Mushrooms"
"Vegetables-based cooked sauce","Sauce"
"Vinegar, apple","Vinegar"
"Vinegar, wine","Vinegar"
"Stock cube or granulate, beef","Cattle (Beef, Veal)"
"Stock cubes or granulate, chicken","Chicken"
"Stock cubes or granulate, vegetables","Green vegetables"
"Salt, iodised","Salt"
"Sea salt","Salt"
"Curry powder","Curry powder"
"Mixed herbs and spices","Herbs and Spices"
"Main-crop potatoes","Angelica"
"New potatoes","New Zealand spinach"
"Potatoes","Angelica"
"Caramel, soft","Soft drink"
"Hard candies","Hard wheat"
"Chewing gum","Chewing gum"
"Foamed sugar products (marshmallows)","Sugar"
"Gum drops","Fruit gum"
"Bitter-sweet chocolate","Chocolate"
"Milk chocolate","Chocolate"
"Chocolate coated confectionery","Chocolate"
"Chocolate spread","Chocolate spread"
"Pralines","Angelica"
"Caramel, hard","Hard wheat"
"Sweet bars and other formed sweet masses","Sweet potato"
"Toffee","Toffee"
"Honey","Honey"
"Honey, polyfloral","Honey"
"Brown sugar","Sugar"
"Sugar, icing - powder","Icing"
"White sugar","Sugar"
"Granita","Angelica"
"Garlic","Garlic"
"Onions","Angelica"
"Shallots","Angelica"
"Spring onions","Angelica"
"Broccoli","Broccoli"
"Broccoli and similar-","Broccoli"
"Cauliflowers","Angelica"
"Courgettes","Angelica"
"Cucumbers","Angelica"
"Melons and similar-","Fats and oils"
"Pumpkins","Angelica"
"Watermelons","Angelica"
"Aubergines","Angelica"
"Chili peppers","Chili"
"Sweet peppers","Sweet potato"
"Tomatoes","Angelica"
"Sweet corn","Corn"
"Common mushrooms","Mushrooms"
"Basil","Sweet basil"
"Celery leaves","Celery leaves"
"Dill leaves","Dill"
"Laurel","Angelica"
"Parsley","Parsley"
"Common nettle","Common wheat"
"Thyme","Common thyme"
"Head cabbages","Angelica"
"Red cabbages","Red rice"
"White cabbage","White cabbage"
"Collards","Angelica"
"Lettuces (generic)","Angelica"
"Lettuces and similar-","Fats and oils"
"Chards","Angelica"
"Spinaches","Angelica"
"Runner beans (with pods)","Baked beans"
"Canned mushrooms","Mushrooms"
"Sweet corn canned","Corn"
"Dried vegetables","Dried milk"
"Sauerkraut","Angelica"
"Pickled / marinated vegetables","Green vegetables"
"Tomato puree","Cherry tomato"
"Beetroots","Angelica"
"Carrots","Angelica"
"Celeriacs","Angelica"
"Horseradish roots","Horseradish"
"Parsley roots","Parsley"
"Radishes","Angelica"
"Leeks","Angelica"
"Bottled drinking water","Water"
"Carbonated bottled drinking water","Water"
"Still bottled drinking water","Water"
"Flavoured bottled water","Water"
"Carbonated natural mineral water","Water"
"Natural mineral water","Water"
"Still natural mineral water","Water"
"Tap water","Water"
"Energy drinks","Energy drink"
"Functional drinks","Angelica"
"Isotonic and sport drinks","Fats and oils"
"Cola beverages, caffeinic","Beverages"
"Soft drink, flavoured with herbs","Soft drink"
"Soft drink, lemon flavour","Soft drink"
"Soft drink, mixed flavours","Soft drink"
"Soft drink, orange flavour","Soft drink"
"Fruit soft drink, mixed fruit","Soft drink"
"Soft drink, with fruit juice (fruit content below the minimum for nectars)","Fruit juice"
"Dark ale beer","Beer"
"Beer, alcohol-free","Beer"
"Beer, regular","Beer"
"Herb liqueur","Angelica"
"Liqueurs","Angelica"
"Brandy","Angelica"
"Spirits made from stone fruits","Fruits"
"Vodka and vodka-like spirits","Vodka"
"Noble rot wine","White wine"
"Raisin wine","Raisin bread"
"Wine, red","Red wine"
"Wine, white","White wine"
"Cider","Apple cider"
"Pork lard","Lard"
"Olive oil, virgin or extra-virgin","Olive oil"
"Grape seed oil","Grape"
"Pumpkin seed oil","Japanese pumpkin"
"Sunflower seed oil, edible","Sunflower oil"
"Butter","Butter"
"Blended margarine","Margarine"
"Functional vegetable margarines/fats","Fats and oils"
"Traditional margarine","Margarine"
"Cocoa beverages","Beverages"
"Coffee (strong) beverage","Coffee"
"Coffee (weak strength) beverage","Coffee"
"Coffee beverage decaffeinated","Coffee"
"Coffee espresso (beverage)","Coffee"
"Coffee drink, cappuccino","Coffee"
"Coffee with milk or cream","Coffee"
"Instant coffee (beverage)","Coffee"
"Barley coffee infusion","Barley"
"Camomile infusion","Roman camomile"
"Fruit infusion","Fruit juice"
"Herbal and other non-tea infusions","Herbal tea"
"Hibiscus infusion","Hibiscus tea"
"Fermented tea infusion","Tea"
"Non-fermented tea, infusion","Tea"
"Tea infusion with added flavouring ingredients","Tea"
"Instant coffee powder","Coffee"
"Corn chips","Corn"
"Potato crisps or sticks","Potato"
"Corn curls","Corn"
"Puffs/curls-type extruded snack","Potato puffs"
"Mixed cereal-based snacks","Breakfast cereal"
"Other desserts spoonable","Other bread"
"Boiled eggs","Eggs"
"Fried eggs","Eggs"
"Hen egg mixed whole","Whole wheat bread"
"Hen egg white","White bread"
"Hen egg yolk","Egg yolk"
"Shrimps and prawns","Fats and oils"
"Trouts","Angelica"
"Carp, common","Common carp"
"Catfishes (freshwater)","Freshwater eel"
"Hakes","Angelica"
"Gilthead seabream","Angelica"
"Mackerel, atlantic","Atlantic mackerel"
"Canned sardines","Angelica"
"Canned tunas and similar","Fats and oils"
"Marinated / pickled fish","Fish oil"
"Smoked fish","Fish oil"
"Fish fingers, breaded","Fish oil"
"Fish paste or surimi","Fish oil"
"Squid, common","Squid"
"Squids","Angelica"
"Biscuits, rusks and cookies for children","Fats and oils"
"Simple cereals for infants or children, reconstituted","Cereals and cereal products"
"Aronia berries","Angelica"
"Blueberries","Angelica"
"Blackberries","Angelica"
"Raspberries (red and yellow)","Red rice"
"Cranberries","Angelica"
"Table grapes","Angelica"
"Wine grapes","White wine"
"Strawberries","Angelica"
"Grapefruits","Angelica"
"Lemons","Angelica"
"Mediterranean mandarins","Angelica"
"Oranges and similar-","Fats and oils"
"Figs","Angelica"
"Table olives and similar-","Fats and oils"
"Avocados","Angelica"
"Common banana","Banana"
"Granate apples","Angelica"
"Pineapples","Angelica"
"Kiwi fruits (green, red, yellow)","Kiwi"
"Apples","Angelica"
"Pears","Angelica"
"Apricots","Angelica"
"Cherries (sweet)","Sweet potato"
"Sour cherries","Sour cream"
"Common peaches","Common wheat"
"Nectarines","Angelica"
"Plums and similar-","Fats and oils"
"Dried apricots","Dried milk"
"Dried dates","Dried milk"
"Dried figs","Dried milk"
"Dried prunes","Dried milk"
"Dried vine fruits (raisins etc.)","Fruits"
"Mixed dried fruits","Fruits"
"Fruit compote, apple","Apple"
"Fruit compote, apricot","Apricot"
"Fruit compote, mixed fruit","Fruit juice"
"Fruit compote, pear","Pear"
"Fruit compote, plum","Black plum"
"Fruit compote, sour cherry","Sour cherry"
"Fruit compote, sweet cherry","Sweet cherry"
"Fruit compote, table grape","Grape"
"Fruit preparations for fillings and/or flavouring","Fruit juice"
"Jam of fruit / vegetables","Green vegetables"
"Jam, apricots","Angelica"
"Jam, blackberries","Angelica"
"Jam, blueberries","Angelica"
"Jam, currants (black)","Black tea"
"Jam, mandarins","Angelica"
"Jam, mixed fruit","Fruit juice"
"Jam, plums","Angelica"
